brokered_by,status, Listing Price ($) , Price per Sqft ,bed,bath,street,city,state,zip_code,House Size (sqft),prev_sold_date,Years Since Last Sale
71241,for_sale," $396,000.00 ", $273.10 ,3,2,748536,Miami,Florida,33142,1450,12/14/21,3
66753,for_sale," $800,000.00 ", $558.66 ,2,2,1623378,Miami,Florida,33138,1432,6/7/16,9
48110,for_sale," $555,000.00 ", $256.47 ,4,2,1504380,Miami,Florida,33155,2164,5/4/89,36
34435,for_sale," $310,000.00 ", $217.54 ,,,1558409,Miami,Florida,33150,1425,5/13/08,17
82468,for_sale," $639,900.00 ", $377.30 ,7,4,777134,Miami,Florida,33142,1696,1/19/21,4
55984,for_sale," $1,700,000.00 ", $766.11 ,3,3,1360752,Miami,Florida,33137,2219,,
35944,for_sale," $425,000.00 ", $304.88 ,3,1,1799408,Miami,Florida,33127,1394,,
13589,for_sale," $574,900.00 ", $630.37 ,2,2,441433,Miami,Florida,33129,912,7/18/17,7
20084,for_sale," $429,000.00 ", $241.01 ,4,2,,Miami,Florida,33150,1780,2/27/03,22
35944,for_sale," $660,000.00 ", $525.48 ,3,2,,Miami,Florida,33145,1256,11/1/21,3
46020,for_sale," $695,000.00 ", $566.88 ,2,2,1456177,Miami,Florida,33137,1226,6/30/16,8
36338,for_sale," $949,000.00 ", $659.94 ,3,2,1836412,Miami,Florida,33130,1438,,
26777,for_sale," $465,000.00 ", $439.51 ,2,2,780650,Miami,Florida,33132,1058,12/30/11,13
13955,for_sale," $649,000.00 ", $688.96 ,2,2,441432,Miami,Florida,33129,942,7/29/16,8
90569,for_sale," $690,000.00 ", $625.00 ,2,2,1261008,Miami,Florida,33137,1104,7/28/15,9
81064,for_sale," $290,000.00 ", $111.50 ,3,2,1766808,Miami,Florida,33165,2601,,
55959,for_sale," $345,000.00 ", $299.48 ,3,2,553239,Miami,Florida,33147,1152,4/5/16,9
70201,for_sale," $450,000.00 ", $257.14 ,4,3,1060803,Miami,Florida,33125,1750,,
71079,for_sale," $2,050,000.00 "," $1,095.67 ",4,5,1286649,Miami,Florida,33137,1871,,
35751,for_sale," $189,900.00 ", $275.22 ,1,1,1798903,Miami,Florida,33172,690,1/5/01,24
2802,for_sale," $249,900.00 ", $277.98 ,2,2,497405,Miami,Florida,33125,899,9/15/04,20
52654,for_sale," $2,150,000.00 "," $1,045.72 ",4,4,940767,Miami,Florida,33133,2056,5/24/05,20
19057,for_sale," $250,000.00 ", $336.93 ,1,1,1204627,Miami,Florida,33126,742,4/18/07,18
35944,for_sale," $849,000.00 ", $349.96 ,3,3,,Miami,Florida,33138,2426,9/25/01,23
103320,for_sale," $1,288,224.00 ", $787.42 ,4,2,1000508,Miami,Florida,33133,1636,,
28976,for_sale," $6,650,000.00 "," $1,499.44 ",4,5,671968,Miami,Florida,33129,4435,7/8/04,20
8061,for_sale," $625,000.00 ", $493.29 ,2,2,1170024,Miami,Florida,33131,1267,2/13/15,10
35873,for_sale," $1,500,000.00 ", $352.94 ,,,570028,Miami,Florida,33135,4250,,
35873,for_sale," $1,500,000.00 ", $343.41 ,8,4,1238413,Miami,Florida,33130,4368,,
67936,for_sale," $1,107,400.00 "," $1,268.50 ",1,2,922724,Miami,Florida,33131,873,,
64156,for_sale," $980,000.00 ", $851.43 ,2,3,,Miami,Florida,33137,1151,4/18/18,7
65765,for_sale," $1,099,000.00 ", $672.99 ,3,4,1487775,Miami,Florida,33129,1633,7/6/11,13
66615,for_sale," $1,450,000.00 ", $804.66 ,2,3,69348,Miami,Florida,33132,1802,10/4/07,17
17582,for_sale," $449,000.00 ", $286.17 ,2,1,1415410,Miami,Florida,33127,1569,6/20/18,7
75472,for_sale," $500,000.00 ", $474.83 ,4,3,1638893,Miami,Florida,33147,1053,7/31/06,18
103320,for_sale," $329,900.00 ", $324.39 ,2,2,1150008,Miami,Florida,33142,1017,,
35944,for_sale," $205,000.00 ", $266.23 ,2,2,676252,Miami,Florida,33135,770,2/28/01,24
35944,for_sale," $339,000.00 ", $243.71 ,6,4,1062582,Miami,Florida,33147,1391,10/1/91,33
19809,for_sale," $275,000.00 ", $612.47 ,,1,1312882,Miami,Florida,33132,449,7/22/08,16
53290,for_sale," $449,000.00 ", $714.97 ,1,2,891168,Miami,Florida,33133,628,7/18/02,22
61959,for_sale," $525,000.00 ", $591.22 ,1,2,1295613,Miami,Florida,33132,888,7/18/18,6
52572,for_sale," $520,000.00 ", $466.79 ,2,2,1761845,Miami,Florida,33130,1114,11/5/14,10
1584,for_sale," $670,000.00 ", $821.08 ,1,1,1268626,Miami,Florida,33131,816,10/29/13,11
18168,for_sale," $1,300,000.00 "," $1,048.39 ",2,3,212821,Miami,Florida,33137,1240,11/1/18,6
31305,for_sale," $700,000.00 ", $717.21 ,1,2,1548670,Miami,Florida,33131,976,,
107071,for_sale," $749,000.00 ", $850.17 ,1,2,1675230,Miami,Florida,33130,881,9/9/21,3
39766,for_sale," $387,900.00 ", $530.64 ,1,1,37684,Miami,Florida,33130,731,,
9556,for_sale," $990,000.00 ", $859.38 ,2,2,1675183,Miami,Florida,33130,1152,5/11/18,7
22611,for_sale," $1,200,000.00 ", $836.24 ,3,3,212836,Miami,Florida,33137,1435,3/12/18,7
52336,for_sale," $698,000.00 ", $643.91 ,2,2,1319372,Miami,Florida,33137,1084,7/25/18,6
31747,for_sale," $975,000.00 ", $573.53 ,2,2,671971,Miami,Florida,33129,1700,11/30/04,20
19809,for_sale," $2,150,000.00 ", $788.41 ,4,5,101314,Miami,Florida,33131,2727,,
70271,for_sale," $1,600,000.00 ", $979.19 ,3,4,970692,Miami,Florida,33137,1634,8/22/18,6
71278,for_sale," $635,000.00 ", $722.41 ,1,2,,Miami,Florida,33131,879,1/22/20,5
92056,for_sale," $230,000.00 ", $178.71 ,2,1,1471941,Miami,Florida,33168,1287,11/2/06,18
4921,for_sale," $350,000.00 ", $225.66 ,2,3,135070,Miami,Florida,33181,1551,12/3/18,6
60001,for_sale," $315,000.00 ", $274.87 ,4,2,391391,Miami,Florida,33161,1146,8/3/09,15
31855,for_sale," $389,000.00 ", $274.14 ,4,2,1542747,Miami,Florida,33150,1419,3/28/06,19
52572,for_sale," $664,000.00 ", $652.26 ,1,2,1727298,Miami,Florida,33132,1018,,
31679,for_sale," $659,000.00 ", $603.48 ,4,2,1111900,Miami,Florida,33133,1092,,
16829,for_sale," $1,275,000.00 ", $990.68 ,2,3,367686,Miami,Florida,33131,1287,5/29/19,6
91782,for_sale," $500,000.00 ", $877.19 ,1,1,273630,Miami,Florida,33130,570,12/9/16,8
980,for_sale," $660,000.00 ", $424.44 ,2,2,1354909,Miami,Florida,33131,1555,6/3/13,12
54234,for_sale," $525,000.00 ", $500.95 ,2,2,509409,Miami,Florida,33132,1048,4/22/16,9
8061,for_sale," $575,000.00 ", $522.73 ,2,2,748917,Miami,Florida,33129,1100,6/9/00,25
21468,for_sale," $659,000.00 ", $601.83 ,2,2,1260981,Miami,Florida,33137,1095,7/15/15,9
36336,for_sale," $1,030,000.00 ", $821.37 ,2,3,1548669,Miami,Florida,33131,1254,5/24/21,4
37385,for_sale," $280,000.00 ", $329.41 ,2,1,1404608,Miami,Florida,33137,850,,
56415,for_sale," $380,000.00 ", $236.47 ,3,2,162010,Miami,Florida,33150,1607,7/2/09,15
58713,for_sale," $335,000.00 ", $207.43 ,3,3,406472,Miami,Florida,33142,1615,,
75363,for_sale," $419,000.00 ", $333.60 ,4,3,1677536,Miami,Florida,33144,1256,,
77791,for_sale," $449,000.00 ", $308.38 ,2,2,1145624,Miami,Florida,33138,1456,4/15/04,21
9556,for_sale," $279,000.00 ", $281.82 ,2,2,467305,Miami,Florida,33181,990,11/26/14,10
102217,for_sale," $369,000.00 ", $265.47 ,3,2,951920,Miami,Florida,33142,1390,5/24/06,19
82202,for_sale," $229,999.00 ", $243.13 ,2,2,1803522,Miami,Florida,33174,946,7/9/15,9
21154,for_sale," $11,750,000.00 "," $1,811.31 ",6,8,298158,Miami,Florida,33131,6487,8/30/04,20
11032,for_sale," $595,000.00 ", $273.06 ,5,3,98008,Miami,Florida,33165,2179,11/25/92,32
21629,for_sale," $749,000.00 ", $491.15 ,3,2,1266711,Miami,Florida,33134,1525,1/19/21,4
86112,for_sale," $720,000.00 ", $983.61 ,1,1,1304591,Miami,Florida,33131,732,11/29/12,12
9167,for_sale," $1,683,000.00 ", $949.77 ,4,3,1460857,Miami,Florida,33143,1772,2/24/12,13
71278,for_sale," $1,260,000.00 ", $814.48 ,2,3,1727326,Miami,Florida,33132,1547,,
19809,for_sale," $1,099,000.00 ", $666.06 ,2,3,1383758,Miami,Florida,33131,1650,8/21/08,16
35944,for_sale," $637,000.00 ", $578.56 ,2,2,1809315,Miami,Florida,33131,1101,7/14/15,9
47751,for_sale," $625,000.00 ", $528.32 ,2,2,,Miami,Florida,33137,1183,,
80985,for_sale," $225,000.00 ", $246.71 ,3,1,857287,Miami,Florida,33142,912,1/16/18,7
55959,for_sale," $350,000.00 ", $370.76 ,3,2,1713989,Miami,Florida,33150,944,11/1/18,6
82102,for_sale," $230,000.00 ", $319.44 ,2,1,120596,Miami,Florida,33168,720,12/5/16,8
20084,for_sale," $325,000.00 ", $203.63 ,2,4,1361160,Miami,Florida,33127,1596,,
105033,for_sale," $170,000.00 ", $164.09 ,2,2,1295653,Miami,Florida,33169,1036,,
12123,for_sale," $1,800,000.00 "," $1,179.55 ",3,4,970702,Miami,Florida,33137,1526,8/23/18,6
33846,for_sale," $450,000.00 ", $321.20 ,2,1,1078856,Miami,Florida,33142,1401,5/19/94,31
51324,for_sale," $350,000.00 ", $287.12 ,3,1,1687043,Miami,Florida,33168,1219,10/21/16,8
22611,for_sale," $252,000.00 ", $306.57 ,2,1,,Miami,Florida,33147,822,2/6/20,5
31855,for_sale," $335,000.00 ", $259.29 ,3,1,908537,Miami,Florida,33142,1292,,
103279,for_sale," $549,900.00 ", $298.86 ,5,3,898697,Miami,Florida,33142,1840,12/26/06,18
33846,for_sale," $479,000.00 ", $297.15 ,,,1079724,Miami,Florida,33142,1612,6/28/96,28
98994,for_sale," $840,000.00 ", $441.64 ,3,3,1433834,Miami,Florida,33173,1902,1/30/07,18
28976,for_sale," $340,900.00 ", $792.79 ,1,1,398731,Miami,Florida,33131,430,10/4/16,8
63310,for_sale," $1,100,000.00 ", $969.16 ,2,2,621197,Miami,Florida,33137,1135,4/5/13,12
9556,for_sale," $699,000.00 ", $229.78 ,4,4,538186,Miami,Florida,33142,3042,,
102549,for_sale," $679,000.00 ", $312.90 ,3,4,1026164,Miami,Florida,33135,2170,,
19809,for_sale," $1,249,000.00 ", $761.59 ,2,2,416217,Miami,Florida,33129,1640,7/28/14,10
22611,for_sale," $2,900,000.00 "," $1,540.91 ",2,2,915291,Miami,Florida,33133,1882,7/11/06,18
57742,for_sale," $1,095,000.00 ", $923.27 ,2,3,1286644,Miami,Florida,33137,1186,,
52664,for_sale," $955,000.00 ", $470.68 ,3,3,1354910,Miami,Florida,33131,2029,9/5/08,16
41561,for_sale," $439,000.00 ", $720.85 ,1,1,1395861,Miami,Florida,33130,609,8/1/17,7
81650,for_sale," $399,900.00 ", $302.95 ,3,1,336064,Miami,Florida,33142,1320,,
30807,for_sale," $351,000.00 ", $535.88 ,,1,1013782,Miami,Florida,33137,655,3/26/14,11
64160,for_sale," $350,000.00 ", $308.10 ,3,1,1636341,Miami,Florida,33155,1136,5/5/03,22
58912,for_sale," $399,999.00 ", $231.08 ,3,2,1087431,Miami,Florida,33162,1731,12/26/95,29
16829,for_sale," $399,000.00 ", $383.65 ,2,2,863147,Miami,Florida,33132,1040,1/18/08,17
78225,for_sale," $200,000.00 ", $264.55 ,1,1,1356385,Miami,Florida,33126,756,1/11/90,35
4318,for_sale," $280,000.00 ", $217.90 ,2,3,467824,Miami,Florida,33181,1285,3/29/17,8
70821,for_sale," $295,000.00 ", $295.00 ,3,2,1594016,Miami,Florida,33147,1000,,
35751,for_sale," $520,000.00 ", $226.38 ,5,2,632592,Miami,Florida,33147,2297,,
84926,for_sale," $770,000.00 ", $371.08 ,4,3,1048850,Miami,Florida,33161,2075,9/7/21,3
35192,for_sale," $650,000.00 ", $342.29 ,5,2,898357,Miami,Florida,33127,1899,4/30/04,21
101801,for_sale," $1,426,000.00 ", $401.46 ,4,5,1656953,Miami,Florida,33173,3552,5/20/13,12
13584,for_sale," $690,000.00 ", $417.17 ,3,2,1546804,Miami,Florida,33155,1654,,
13955,for_sale," $2,490,000.00 ", $890.56 ,4,4,944798,Miami,Florida,33133,2796,2/22/18,7
1610,for_sale," $2,709,000.00 ", $399.44 ,7,7,884515,Miami,Florida,33133,6782,,
70271,for_sale," $1,400,000.00 ", $858.90 ,2,3,1727268,Miami,Florida,33132,1630,,
42603,for_sale," $425,000.00 ", $523.40 ,1,1,120800,Miami,Florida,33130,812,4/27/15,10
103419,for_sale," $979,000.00 ", $363.94 ,4,4,1209223,Miami,Florida,33134,2690,3/20/20,5
11055,for_sale," $450,000.00 ", $436.89 ,2,2,1054924,Miami,Florida,33130,1030,3/6/13,12
35751,for_sale," $650,000.00 ", $451.39 ,5,5,976323,Miami,Florida,33145,1440,4/17/03,22
10432,for_sale," $1,275,000.00 ", $449.26 ,4,3,1715450,Miami,Florida,33144,2838,,
37133,for_sale," $787,000.00 ", $636.22 ,2,3,603931,Miami,Florida,33131,1237,5/15/12,13
42595,for_sale," $650,000.00 ", $920.68 ,1,2,1522429,Miami,Florida,33137,706,4/30/18,7
36336,for_sale," $10,000,000.00 "," $2,111.93 ",5,7,508910,Miami,Florida,33129,4735,,
51228,for_sale," $375,000.00 ", $338.75 ,3,2,1065963,Miami,Florida,33147,1107,,
17823,for_sale," $360,000.00 ", $238.41 ,3,3,146357,Miami,Florida,33174,1510,10/2/01,23
22611,for_sale," $349,000.00 ", $352.53 ,2,2,1674335,Miami,Florida,33131,990,2/26/03,22
22611,for_sale," $969,632.00 ", $528.12 ,3,2,1593774,Miami,Florida,33143,1836,7/23/98,26
64107,for_sale," $649,900.00 ", $259.03 ,4,3,1616884,Miami,Florida,33156,2509,,
9556,for_sale," $389,000.00 ", $363.89 ,,1,1687546,Miami,Florida,33138,1069,6/21/07,18
41402,for_sale," $649,000.00 ", $352.72 ,5,3,368338,Miami,Florida,33161,1840,10/8/14,10
41960,for_sale," $749,900.00 ", $448.77 ,3,2,1096245,Miami,Florida,33145,1671,10/13/05,19
8061,for_sale," $1,250,000.00 ", $812.22 ,2,3,603918,Miami,Florida,33131,1539,7/8/14,10
36338,for_sale," $3,595,000.00 "," $1,486.77 ",4,5,22348,Miami,Florida,33131,2418,12/28/20,4
104632,for_sale," $679,500.00 ", $523.50 ,2,3,690561,Miami,Florida,33131,1298,7/16/10,14
82468,for_sale," $530,000.00 ", $710.46 ,1,2,1319375,Miami,Florida,33137,746,8/13/18,6
37825,for_sale," $750,000.00 ", $407.39 ,5,8,1763170,Miami,Florida,33130,1841,,
58891,for_sale," $1,150,000.00 ", $797.50 ,2,3,37005,Miami,Florida,33131,1442,,
10432,for_sale," $999,000.00 ", $581.15 ,3,3,1571814,Miami,Florida,33131,1719,6/10/05,20
9556,for_sale," $1,550,000.00 ", $976.07 ,2,3,621200,Miami,Florida,33137,1588,3/14/14,11
7319,for_sale," $280,000.00 ", $380.95 ,2,1,720699,Miami,Florida,33147,735,8/7/02,22
71129,for_sale," $300,000.00 ", $334.82 ,3,2,183368,Miami,Florida,33167,896,,
76112,for_sale," $405,000.00 ", $469.29 ,3,2,288594,Miami,Florida,33147,863,3/18/20,5
99545,for_sale," $450,000.00 ", $269.14 ,4,3,784495,Miami,Florida,33147,1672,1/6/06,19
9489,for_sale," $899,000.00 ", $386.50 ,4,4,1547693,Miami,Florida,33155,2326,5/5/17,8
59692,for_sale," $6,500,000.00 "," $1,996.93 ",5,5,1834660,Miami,Florida,33138,3255,10/5/21,3
13589,for_sale," $730,000.00 ", $773.31 ,2,2,1319379,Miami,Florida,33137,944,3/21/19,6
64151,for_sale," $900,000.00 ", $821.17 ,2,2,212826,Miami,Florida,33137,1096,3/20/18,7
97614,for_sale," $895,000.00 ", $714.29 ,2,2,1675189,Miami,Florida,33130,1253,5/8/18,7
7319,for_sale," $750,000.00 ", $904.70 ,1,2,22378,Miami,Florida,33131,829,,
29482,for_sale," $2,300,000.00 "," $1,015.90 ",3,3,1565907,Miami,Florida,33137,2264,10/13/89,35
71079,for_sale," $570,000.00 ", $750.99 ,1,2,36987,Miami,Florida,33131,759,10/10/17,7
39766,for_sale," $540,000.00 ", $757.36 ,1,1,212828,Miami,Florida,33137,713,3/22/18,7
44313,for_sale," $399,000.00 ", $633.33 ,6,3,1626510,Miami,Florida,33150,630,6/24/15,10
8061,for_sale," $229,000.00 ", $186.33 ,3,2,550089,Miami,Florida,33167,1229,1/26/95,30
22611,for_sale," $220,000.00 ", $263.79 ,1,1,509442,Miami,Florida,33181,834,7/29/98,26
69317,for_sale," $750,000.00 ", $327.65 ,3,2,1555402,Miami,Florida,33150,2289,,
70271,for_sale," $350,000.00 ", $337.51 ,2,2,845247,Miami,Florida,33136,1037,12/2/92,32
99545,for_sale," $310,000.00 ", $301.56 ,2,1,316133,Miami,Florida,33147,1028,,
40186,for_sale," $449,000.00 ", $523.92 ,1,2,441238,Miami,Florida,33132,857,,
64156,for_sale," $980,000.00 ", $610.97 ,3,3,960241,Miami,Florida,33133,1604,10/29/15,9
71135,for_sale," $3,875,000.00 "," $1,581.63 ",3,4,1727345,Miami,Florida,33132,2450,,
71079,for_sale," $1,450,000.00 ", $564.64 ,2,3,135068,Miami,Florida,33181,2568,3/25/05,20
19809,for_sale," $821,000.00 ", $737.65 ,2,2,1810530,Miami,Florida,33131,1113,2/16/11,14
34252,for_sale," $1,550,000.00 ", $835.13 ,3,4,1548677,Miami,Florida,33131,1856,11/21/17,7
76429,for_sale," $399,000.00 ", $400.60 ,3,2,965139,Miami,Florida,33142,996,4/18/16,9
98439,for_sale," $199,000.00 ", $209.92 ,3,1,551535,Miami,Florida,33167,948,5/12/20,5
27598,for_sale," $380,000.00 ", $452.38 ,3,2,1194407,Miami,Florida,33150,840,6/26/95,29
79419,for_sale," $749,900.00 ", $393.03 ,4,2,538578,Miami,Florida,33125,1908,2/25/20,5
30807,for_sale," $6,400,000.00 "," $1,646.94 ",5,6,1069494,Miami,Florida,33133,3886,,
41941,for_sale," $649,000.00 ", $473.38 ,3,2,,Miami,Florida,33127,1371,,
8061,for_sale," $2,900,000.00 ", $466.99 ,4,6,748920,Miami,Florida,33129,6210,,
9007,for_sale," $530,000.00 ", $704.79 ,1,1,273094,Miami,Florida,33131,752,11/26/14,10
68068,for_sale," $595,000.00 ", $406.70 ,2,2,621845,Miami,Florida,33129,1463,11/20/06,18
103419,for_sale," $680,000.00 ", $605.52 ,2,2,1395827,Miami,Florida,33131,1123,9/25/08,16
81115,for_sale," $725,000.00 ", $505.58 ,4,2,447497,Miami,Florida,33127,1434,,
105057,for_sale," $1,200,000.00 ", $918.13 ,2,2,1268624,Miami,Florida,33131,1307,10/23/14,10
19809,for_sale," $2,495,000.00 ", $556.05 ,5,5,495493,Miami,Florida,33132,4487,11/4/04,20
13589,for_sale," $475,000.00 ", $766.13 ,1,1,1245626,Miami,Florida,33130,620,6/12/17,8
17582,for_sale," $464,999.00 ", $231.80 ,3,2,543626,Miami,Florida,33167,2006,4/19/00,25
56415,for_sale," $285,000.00 ", $345.45 ,2,1,586471,Miami,Florida,33142,825,6/4/14,11
38820,for_sale," $395,000.00 ", $374.76 ,4,2,1634384,Miami,Florida,33138,1054,4/8/14,11
28152,for_sale," $449,500.00 ", $391.55 ,3,2,1367990,Miami,Florida,33127,1148,3/4/16,9
9556,for_sale," $315,000.00 ", $620.08 ,,1,509379,Miami,Florida,33132,508,5/14/08,17
36692,for_sale," $225,000.00 ", $294.89 ,2,2,1605325,Miami,Florida,33173,763,8/10/06,18
64126,for_sale," $355,000.00 ", $383.78 ,2,1,16645,Miami,Florida,33130,925,5/28/14,11
62060,for_sale," $455,000.00 ", $394.97 ,3,1,1586365,Miami,Florida,33144,1152,12/15/04,20
70938,for_sale," $385,000.00 ", $486.73 ,1,1,509394,Miami,Florida,33132,791,2/25/14,11
9556,for_sale," $489,000.00 ", $259.55 ,5,5,260565,Miami,Florida,33161,1884,2/18/16,9
47339,for_sale," $525,000.00 ", $410.80 ,2,2,1354908,Miami,Florida,33131,1278,3/9/15,10
36338,for_sale," $400,000.00 ", $544.96 ,,,1142339,Miami,Florida,33130,734,8/30/16,8
19809,for_sale," $2,995,000.00 "," $1,531.97 ",3,4,22341,Miami,Florida,33131,1955,12/16/19,5
54227,for_sale," $519,900.00 ", $396.87 ,2,3,548373,Miami,Florida,33130,1310,10/18/07,17
28976,for_sale," $4,800,000.00 "," $1,463.86 ",4,5,451644,Miami,Florida,33133,3279,10/20/12,12
70646,for_sale," $895,000.00 ", $446.16 ,4,3,1711625,Miami,Florida,33135,2006,8/6/21,3
70646,for_sale," $895,000.00 ", $471.05 ,4,3,1699245,Miami,Florida,33135,1900,7/14/21,3
34252,for_sale," $1,450,000.00 ", $876.13 ,3,4,1745857,Miami,Florida,33130,1655,1/27/21,4
98066,for_sale," $824,900.00 ", $283.86 ,8,5,1398578,Miami,Florida,33127,2906,7/10/19,5
70646,for_sale," $995,000.00 ", $524.79 ,4,3,1733424,Miami,Florida,33135,1896,1/5/04,21
36338,for_sale," $2,699,000.00 "," $1,046.12 ",4,5,464380,Miami,Florida,33129,2580,,
7319,for_sale," $1,345,000.00 ", $881.39 ,3,4,970674,Miami,Florida,33137,1526,9/10/18,6
92579,for_sale," $499,000.00 ", $338.08 ,3,2,944915,Miami,Florida,33142,1476,5/28/15,10
69993,for_sale," $425,000.00 ", $186.24 ,5,3,50066,Miami,Florida,33165,2282,11/22/91,33
29482,for_sale," $545,000.00 ", $324.40 ,4,2,420965,Miami,Florida,33169,1680,,
90964,for_sale," $173,000.00 ", $286.42 ,1,1,526465,Miami,Florida,33125,604,7/10/97,27
16829,for_sale," $325,000.00 ", $325.33 ,2,1,319437,Miami,Florida,33142,999,,
58891,for_sale," $640,000.00 ", $509.55 ,2,2,1312872,Miami,Florida,33132,1256,11/5/07,17
70271,for_sale," $350,000.00 ", $331.44 ,1,2,1170027,Miami,Florida,33131,1056,8/17/12,12
19809,for_sale," $1,200,000.00 ", $694.44 ,3,1,1262412,Miami,Florida,33127,1728,9/9/08,16
65765,for_sale," $699,000.00 ", $596.93 ,2,3,1295608,Miami,Florida,33132,1171,7/20/18,6
58713,for_sale," $769,000.00 ", $791.15 ,2,2,212838,Miami,Florida,33137,972,4/6/18,7
70646,for_sale," $1,295,000.00 ", $623.80 ,3,3,1710635,Miami,Florida,33135,2076,,
32200,for_sale," $1,699,000.00 ", $626.47 ,4,3,1803951,Miami,Florida,33178,2712,3/4/19,6
7477,for_sale," $1,200,000.00 ", $964.63 ,2,3,1548678,Miami,Florida,33131,1244,,
105057,for_sale," $2,500,000.00 ", $968.99 ,2,4,464378,Miami,Florida,33129,2580,5/11/20,5
71278,for_sale," $1,400,000.00 ", $898.01 ,2,3,1727322,Miami,Florida,33132,1559,,
22611,for_sale," $4,875,000.00 ", $850.79 ,4,6,464384,Miami,Florida,33129,5730,12/16/09,15
109732,for_sale," $285,000.00 ", $183.75 ,2,3,,Miami,Florida,33181,1551,8/5/11,13
81066,for_sale," $360,000.00 ", $293.16 ,3,3,1402466,Miami,Florida,33142,1228,,
28957,for_sale," $6,600,000.00 "," $1,434.78 ",3,6,22306,Miami,Florida,33132,4600,4/23/21,4
53335,for_sale," $610,000.00 ", $285.18 ,3,4,1297542,Miami,Florida,33137,2139,,
976,for_sale," $420,000.00 ", $403.85 ,3,2,1019688,Miami,Florida,33147,1040,11/14/11,13
58891,for_sale," $297,000.00 ", $356.97 ,1,1,,Miami,Florida,33129,832,6/15/04,21
71150,for_sale," $384,900.00 ", $481.73 ,1,2,564363,Miami,Florida,33132,799,3/21/08,17
41708,for_sale," $480,000.00 ", $618.56 ,1,2,1395849,Miami,Florida,33130,776,,
22611,for_sale," $500,000.00 ", $394.32 ,3,2,80053,Miami,Florida,33150,1268,10/9/09,15
16317,for_sale," $700,000.00 ", $421.18 ,5,4,,Miami,Florida,33165,1662,5/24/93,32
13589,for_sale," $1,100,000.00 ", $852.71 ,2,2,1281264,Miami,Florida,33131,1290,2/5/10,15
13589,for_sale," $405,000.00 ", $532.19 ,1,2,1456189,Miami,Florida,33137,761,2/20/18,7
7477,for_sale," $1,450,000.00 "," $1,176.95 ",3,2,202667,Miami,Florida,33131,1232,4/28/05,20
36338,for_sale," $580,000.00 ", $698.80 ,1,2,101315,Miami,Florida,33131,830,10/25/16,8
52664,for_sale," $1,375,000.00 ", $502.93 ,3,4,1451931,Miami,Florida,33130,2734,8/11/20,4
32655,for_sale," $720,000.00 ", $430.88 ,4,3,1518503,Miami,Florida,33155,1671,4/2/18,7
109089,for_sale," $680,000.00 ", $527.54 ,2,3,,Miami,Florida,33131,1289,11/15/10,14
52654,for_sale," $419,000.00 ", $351.51 ,4,2,864239,Miami,Florida,33142,1192,11/9/21,3
35944,for_sale," $260,000.00 ", $288.89 ,2,2,773488,Miami,Florida,33125,900,2/9/06,19
82468,for_sale," $8,200,000.00 "," $2,662.34 ",4,5,1745882,Miami,Florida,33130,3080,10/26/18,6
38820,for_sale," $206,000.00 ", $282.97 ,1,2,1453229,Miami,Florida,33137,728,,
83988,for_sale," $345,000.00 ", $431.25 ,2,1,,Miami,Florida,33147,800,9/21/21,3
64123,for_sale," $489,900.00 ", $268.29 ,5,2,785833,Miami,Florida,33150,1826,8/14/19,5
34700,for_sale," $620,000.00 ", $342.73 ,2,1,1472129,Miami,Florida,33135,1809,,
25349,for_sale," $635,000.00 ", $303.25 ,3,3,399449,Miami,Florida,33144,2094,,
8061,for_sale," $565,000.00 ", $414.83 ,2,2,564890,Miami,Florida,33129,1362,3/13/07,18
3197,for_sale," $419,000.00 ", $644.62 ,1,2,1451934,Miami,Florida,33130,650,,
69309,for_sale," $520,000.00 ", $395.14 ,2,2,1653876,Miami,Florida,33138,1316,3/12/99,26
19809,for_sale," $740,000.00 ", $349.06 ,4,3,1043144,Miami,Florida,33145,2120,,
71135,for_sale," $450,000.00 ", $673.65 ,,,1727316,Miami,Florida,33132,668,,
92268,for_sale," $735,000.00 ", $826.77 ,1,2,1745876,Miami,Florida,33130,889,3/14/22,3
19809,for_sale," $650,000.00 ", $622.01 ,2,2,212827,Miami,Florida,33137,1045,3/28/18,7
32381,for_sale," $547,500.00 ", $565.60 ,2,2,1646178,Miami,Florida,33131,968,2/17/11,14
83573,for_sale," $699,900.00 ", $664.67 ,2,2,1395852,Miami,Florida,33130,1053,7/24/17,7
36765,for_sale," $410,000.00 ", $318.32 ,3,2,292902,Miami,Florida,33167,1288,10/14/21,3
80383,for_sale," $325,000.00 ", $288.12 ,2,1,776804,Miami,Florida,33142,1128,8/19/87,37
8061,for_sale," $640,000.00 ", $197.23 ,8,8,861550,Miami,Florida,33133,3245,,
19809,for_sale," $1,350,000.00 ", $974.03 ,3,1,842481,Miami,Florida,33127,1386,9/23/19,5
69938,for_sale," $310,000.00 ", $360.47 ,1,2,1403354,Miami,Florida,33132,860,12/24/14,10
47528,for_sale," $270,000.00 ", $257.14 ,2,2,1293883,Miami,Florida,33126,1050,5/21/04,21
52654,for_sale," $389,000.00 ", $480.25 ,1,2,1403361,Miami,Florida,33132,810,12/6/10,14
13579,for_sale," $489,000.00 ", $444.55 ,2,2,,Miami,Florida,33129,1100,10/30/00,24
58713,for_sale," $1,650,000.00 ", $964.35 ,3,3,273645,Miami,Florida,33130,1711,,
