brokered_by,status, Listing Price ($) , Price per Sqft ,bed,bath,street,city,state,zip_code,House Size (sqft),prev_sold_date,Years Since Last Sale
22611,for_sale," $415,000.00 ", $521.36 ,1,2,244852,Miami,Florida,33130,796,3/21/18,7
97410,for_sale," $750,000.00 ", $495.70 ,3,3,956334,Miami,Florida,33131,1513,3/24/17,8
64036,for_sale," $389,000.00 ", $397.75 ,1,2,807750,Miami,Florida,33132,978,3/16/18,7
16829,for_sale," $2,600,000.00 "," $2,060.22 ",2,2,1070922,Miami,Florida,33133,1262,9/1/95,29
69938,for_sale," $410,000.00 ", $618.40 ,1,2,1451936,Miami,Florida,33130,663,12/29/15,9
84926,for_sale," $550,000.00 ", $533.46 ,1,2,1764283,Miami,Florida,33131,1031,6/5/17,8
54222,for_sale," $445,000.00 ", $587.85 ,1,1,956326,Miami,Florida,33131,757,10/25/10,14
30807,for_sale," $530,000.00 ", $255.92 ,4,3,1744409,Miami,Florida,33174,2071,3/5/03,22
42173,for_sale," $299,999.00 ", $394.74 ,2,1,656718,Miami,Florida,33130,760,10/15/03,21
99547,for_sale," $390,000.00 ", $333.62 ,3,2,751616,Miami,Florida,33142,1169,10/30/07,17
98417,for_sale," $725,000.00 ", $239.35 ,5,5,929940,Miami,Florida,33155,3029,10/1/19,5
58891,for_sale," $225,000.00 ", $153.58 ,3,1,,Miami,Florida,33150,1465,1/3/95,30
70271,for_sale," $445,000.00 ", $523.53 ,1,1,788568,Miami,Florida,33129,850,10/12/06,18
103321,for_sale," $610,000.00 ", $273.54 ,6,2,1519451,Miami,Florida,33155,2230,6/13/05,20
5097,for_sale," $750,000.00 ", $344.04 ,5,3,1789515,Miami,Florida,33165,2180,6/3/13,12
17946,for_sale," $599,000.00 ", $521.78 ,2,3,1451944,Miami,Florida,33130,1148,5/24/11,14
20813,for_sale," $415,000.00 ", $705.78 ,,1,441253,Miami,Florida,33132,588,2/23/19,6
100829,for_sale," $1,800,000.00 ", $732.30 ,5,4,1726420,Miami,Florida,33143,2458,9/3/98,26
47297,for_sale," $4,250,000.00 ", $982.20 ,4,6,69349,Miami,Florida,33132,4327,1/11/08,17
23752,for_sale," $660,000.00 ", $814.81 ,1,2,1548696,Miami,Florida,33131,810,10/28/16,8
103667,for_sale," $535,000.00 ", $938.60 ,1,1,273634,Miami,Florida,33130,570,12/22/16,8
36338,for_sale," $890,000.00 ", $770.56 ,2,2,273623,Miami,Florida,33130,1155,11/21/16,8
70271,for_sale," $1,990,000.00 "," $1,247.65 ",2,3,833661,Miami,Florida,33133,1595,2/3/09,16
55638,for_sale," $725,000.00 ", $745.88 ,2,2,212852,Miami,Florida,33137,972,7/12/18,6
11055,for_sale," $800,000.00 ", $738.01 ,2,2,1319355,Miami,Florida,33137,1084,8/29/18,6
49129,for_sale," $1,395,000.00 ", $785.47 ,2,3,1683644,Miami,Florida,33131,1776,2/5/99,26
36336,for_sale," $6,280,000.00 "," $1,544.52 ",4,5,1548714,Miami,Florida,33131,4066,5/24/21,4
36338,for_sale," $614,995.00 ", $324.71 ,3,2,1314389,Miami,Florida,33134,1894,1/18/19,6
76502,for_sale," $279,000.00 ", $315.61 ,2,1,1374713,Miami,Florida,33150,884,,
51475,for_sale," $330,000.00 ", $361.05 ,2,2,,Miami,Florida,33136,914,,
57984,for_sale," $250,000.00 ", $239.69 ,2,2,457347,Miami,Florida,33125,1043,10/2/15,9
52850,for_sale," $399,000.00 ", $504.42 ,1,1,509398,Miami,Florida,33132,791,11/13/19,5
16829,for_sale," $1,049,990.00 ", $401.83 ,4,4,790757,Miami,Florida,33135,2613,5/10/16,9
52809,for_sale," $425,000.00 ", $601.98 ,1,1,1355452,Miami,Florida,33137,706,1/19/22,3
52339,for_sale," $455,000.00 ", $601.06 ,1,1,956330,Miami,Florida,33131,757,3/5/15,10
93835,for_sale," $795,000.00 ", $540.82 ,3,2,171534,Miami,Florida,33131,1470,4/27/12,13
36302,for_sale," $1,050,000.00 ", $657.89 ,4,2,605668,Miami,Florida,33137,1596,5/22/19,6
47225,for_sale," $480,000.00 ", $765.55 ,,1,1672991,Miami,Florida,33131,627,7/19/18,6
77950,for_sale," $1,950,000.00 ", $676.61 ,4,4,1563116,Miami,Florida,33173,2882,7/27/21,3
49129,for_sale," $820,000.00 ", $531.09 ,3,3,1784874,Miami,Florida,33130,1544,3/18/19,6
23769,for_sale," $920,000.00 ", $902.85 ,1,2,22349,Miami,Florida,33131,1019,12/26/19,5
109855,for_sale," $2,000,000.00 ", $660.72 ,4,3,244783,Miami,Florida,33138,3027,,
54224,for_sale," $1,690,000.00 ", $648.25 ,4,4,978638,Miami,Florida,33133,2607,,
29838,for_sale," $4,975,000.00 "," $1,884.47 ",3,4,833659,Miami,Florida,33133,2640,4/6/17,8
94417,for_sale," $1,575,000.00 ", $842.25 ,3,2,1304594,Miami,Florida,33131,1870,3/21/11,14
8061,for_sale," $975,000.00 ", $735.85 ,2,3,37000,Miami,Florida,33131,1325,3/29/21,4
64085,for_sale," $240,900.00 ", $245.57 ,2,1,684690,Miami,Florida,33162,981,4/6/06,19
90360,for_sale," $399,000.00 ", $444.32 ,2,1,373832,Miami,Florida,33142,898,3/21/06,19
53353,for_sale," $350,000.00 ", $290.22 ,2,3,1756536,Miami,Florida,33174,1206,7/29/05,19
73568,for_sale," $450,000.00 ", $262.39 ,5,3,511667,Miami,Florida,33125,1715,2/15/00,25
7319,for_sale," $405,000.00 ", $404.19 ,2,2,551875,Miami,Florida,33125,1002,,
77099,for_sale," $425,000.00 ", $400.57 ,3,3,1690266,Miami,Florida,33127,1061,5/10/17,8
7281,for_sale," $679,000.00 ", $764.64 ,1,2,1295626,Miami,Florida,33132,888,7/2/18,6
27469,for_sale," $580,000.00 ", $442.75 ,2,3,,Miami,Florida,33130,1310,8/24/07,17
36336,for_sale," $410,000.00 ", $478.97 ,1,1,,Miami,Florida,33131,856,9/13/06,18
8061,for_sale," $680,000.00 ", $566.67 ,2,2,992924,Miami,Florida,33133,1200,3/18/20,5
8061,for_sale," $415,000.00 ", $505.48 ,1,1,806579,Miami,Florida,33129,821,10/18/13,11
19809,for_sale," $610,000.00 ", $738.50 ,1,2,1395851,Miami,Florida,33130,826,7/5/17,7
76369,for_sale," $1,099,999.00 ", $960.70 ,2,1,949147,Miami,Florida,33133,1145,10/26/18,6
509,for_sale," $475,000.00 ", $636.73 ,1,2,1319370,Miami,Florida,33137,746,9/10/18,6
53353,for_sale," $1,350,000.00 ", $925.29 ,2,2,1293216,Miami,Florida,33131,1459,10/22/20,4
64106,for_sale," $900,000.00 ", $683.89 ,2,3,,Miami,Florida,33129,1316,10/8/05,19
19809,for_sale," $1,075,000.00 ", $698.51 ,2,3,603926,Miami,Florida,33131,1539,8/2/10,14
29286,for_sale," $215,000.00 ", $224.90 ,2,2,,Miami,Florida,33134,956,7/13/06,18
16317,for_sale," $395,000.00 ", $261.42 ,4,2,364305,Miami,Florida,33142,1511,2/21/06,19
31855,for_sale," $469,900.00 ", $234.60 ,3,2,69630,Miami,Florida,33150,2003,1/6/22,3
52654,for_sale," $299,000.00 ", $335.20 ,2,2,48343,Miami,Florida,33130,892,4/25/05,20
76262,for_sale," $395,000.00 ", $478.79 ,1,1,509420,Miami,Florida,33132,825,6/12/12,13
10432,for_sale," $410,000.00 ", $438.03 ,2,1,1606476,Miami,Florida,33155,936,9/27/99,25
77247,for_sale," $294,000.00 ", $259.95 ,2,2,1781281,Miami,Florida,33172,1131,4/17/00,25
47479,for_sale," $224,999.00 ", $259.51 ,2,2,1693146,Miami,Florida,33126,867,4/7/05,20
51113,for_sale," $550,000.00 ", $295.70 ,3,2,,Miami,Florida,33125,1860,5/30/14,11
57764,for_sale," $400,000.00 ", $506.33 ,1,2,1023455,Miami,Florida,33133,790,9/20/07,17
19809,for_sale," $480,000.00 ", $482.41 ,2,2,922729,Miami,Florida,33131,995,2/5/14,11
16829,for_sale," $3,750,000.00 ", $895.42 ,4,5,1110881,Miami,Florida,33133,4188,9/16/15,9
96523,for_sale," $899,000.00 ", $418.14 ,3,4,1083805,Miami,Florida,33133,2150,,
22611,for_sale," $530,000.00 ", $452.22 ,2,1,1761834,Miami,Florida,33130,1172,12/28/21,3
55982,for_sale," $800,000.00 ", $607.90 ,2,3,457242,Miami,Florida,33129,1316,8/23/89,35
82202,for_sale," $755,000.00 ", $827.85 ,2,2,895377,Miami,Florida,33137,912,7/6/17,7
71150,for_sale," $550,000.00 ", $479.09 ,2,3,1451937,Miami,Florida,33130,1148,7/6/18,6
59404,for_sale," $895,500.00 ", $609.18 ,3,2,171530,Miami,Florida,33131,1470,3/25/03,22
30807,for_sale," $1,700,000.00 "," $1,040.39 ",3,4,970685,Miami,Florida,33137,1634,8/30/18,6
28976,for_sale," $725,000.00 ", $656.70 ,2,2,1260990,Miami,Florida,33137,1104,10/21/20,4
54219,for_sale," $205,000.00 ", $210.91 ,2,2,1654205,Miami,Florida,33138,972,9/7/11,13
84920,for_sale," $469,900.00 ", $307.73 ,3,2,461080,Miami,Florida,33167,1527,9/13/90,34
48943,for_sale," $360,000.00 ", $360.00 ,4,3,862706,Miami,Florida,33142,1000,,
30957,for_sale," $349,900.00 ", $385.35 ,3,2,507120,Miami,Florida,33142,908,11/5/21,3
99232,for_sale," $229,900.00 ", $333.19 ,1,1,1798902,Miami,Florida,33172,690,11/6/06,18
16829,for_sale," $400,000.00 ", $458.19 ,1,2,576430,Miami,Florida,33129,873,,
64116,for_sale," $610,000.00 ", $701.15 ,1,2,1675176,Miami,Florida,33130,870,4/17/18,7
59571,for_sale," $799,000.00 ", $293.00 ,5,4,1589870,Miami,Florida,33155,2727,,
82315,for_sale," $850,000.00 ", $508.37 ,5,3,890125,Miami,Florida,33127,1672,1/5/10,15
70271,for_sale," $1,099,000.00 ", $471.67 ,3,3,1022152,Miami,Florida,33133,2330,,
35944,for_sale," $780,000.00 ", $490.57 ,4,2,1353220,Miami,Florida,33126,1590,1/26/22,3
16829,for_sale," $1,900,000.00 ", $965.94 ,3,3,1611153,Miami,Florida,33138,1967,4/27/10,15
17823,for_sale," $485,000.00 ", $462.79 ,2,2,509417,Miami,Florida,33132,1048,6/19/13,12
5098,for_sale," $645,000.00 ", $688.37 ,1,1,1836413,Miami,Florida,33130,937,,
98417,for_sale," $950,000.00 ", $996.85 ,2,1,1293209,Miami,Florida,33131,953,12/18/17,7
16829,for_sale," $1,795,000.00 ", $695.47 ,3,3,69350,Miami,Florida,33132,2581,,
77011,for_sale," $8,700,000.00 "," $1,803.48 ",6,7,843307,Miami,Florida,33133,4824,,
92977,for_sale," $650,000.00 ", $692.96 ,1,2,1762326,Miami,Florida,33132,938,6/9/21,4
8061,for_sale," $750,000.00 ", $596.66 ,2,3,1571809,Miami,Florida,33131,1257,12/30/05,19
67937,for_sale," $1,372,900.00 ", $754.76 ,2,3,1750814,Miami,Florida,33132,1819,,
87429,for_sale," $250,000.00 ", $327.23 ,2,1,358698,Miami,Florida,33167,764,10/26/20,4
87429,for_sale," $250,000.00 ", $390.63 ,2,1,547588,Miami,Florida,33147,640,1/14/21,4
32567,for_sale," $299,000.00 ", $225.49 ,3,2,1699111,Miami,Florida,33172,1326,10/12/11,13
13586,for_sale," $349,000.00 ", $352.53 ,2,2,1836162,Miami,Florida,33131,990,10/19/98,26
60886,for_sale," $500,000.00 ", $272.78 ,3,2,342015,Miami,Florida,33144,1833,8/29/18,6
2971,for_sale," $1,675,000.00 ", $743.45 ,3,3,942961,Miami,Florida,33161,2253,4/14/20,5
16829,for_sale," $675,000.00 ", $307.52 ,4,2,1827223,Miami,Florida,33173,2195,,
103320,for_sale," $524,900.00 ", $343.75 ,4,2,28646,Miami,Florida,33165,1527,4/13/00,25
19809,for_sale," $3,995,000.00 "," $1,150.97 ",5,6,1659416,Miami,Florida,33137,3471,,
13916,for_sale," $724,900.00 ", $376.96 ,3,3,628159,Miami,Florida,33155,1923,11/3/21,3
36338,for_sale," $450,000.00 ", $855.51 ,1,1,398730,Miami,Florida,33131,526,1/28/22,3
32514,for_sale," $365,000.00 ", $431.44 ,1,2,1761831,Miami,Florida,33130,846,11/16/09,15
34700,for_sale," $2,300,000.00 ", $893.90 ,7,6,1191055,Miami,Florida,33127,2573,,
90109,for_sale," $420,000.00 ", $494.12 ,2,1,865229,Miami,Florida,33133,850,12/1/17,7
31389,for_sale," $1,250,000.00 ", $812.22 ,2,3,603923,Miami,Florida,33131,1539,10/20/11,13
59653,for_sale," $1,150,000.00 ", $767.69 ,2,3,120067,Miami,Florida,33132,1498,10/9/12,12
79419,for_sale," $713,000.00 ", $596.15 ,3,2,904728,Miami,Florida,33145,1196,10/28/21,3
84926,for_sale," $799,999.00 ", $681.43 ,2,3,,Miami,Florida,33137,1174,5/18/20,5
17823,for_sale," $290,000.00 ", $212.92 ,3,2,367888,Miami,Florida,33167,1362,3/11/14,11
35745,for_sale," $264,000.00 ", $254.34 ,2,1,516202,Miami,Florida,33147,1038,12/27/91,33
35745,for_sale," $300,000.00 ", $340.91 ,3,1,509456,Miami,Florida,33147,880,6/28/13,11
71150,for_sale," $649,900.00 ", $331.07 ,3,3,1401467,Miami,Florida,33155,1963,4/10/92,33
31855,for_sale," $350,000.00 ", $394.14 ,3,2,532570,Miami,Florida,33147,888,8/14/19,5
54004,for_sale," $335,000.00 ", $234.59 ,6,2,787990,Miami,Florida,33142,1428,4/10/14,11
28823,for_sale," $235,000.00 ", $405.17 ,1,1,1694746,Miami,Florida,33136,580,8/9/19,5
103279,for_sale," $175,000.00 ", $244.76 ,1,1,1276822,Miami,Florida,33126,715,9/20/16,8
22611,for_sale," $3,500,000.00 "," $1,074.61 ",4,5,1295648,Miami,Florida,33132,3257,4/20/20,5
39607,for_sale," $1,195,000.00 ", $620.13 ,3,2,350628,Miami,Florida,33135,1927,10/25/21,3
53290,for_sale," $1,200,000.00 ", $731.71 ,2,2,416214,Miami,Florida,33129,1640,8/3/07,17
38838,for_sale," $435,000.00 ", $547.17 ,,2,1557207,Miami,Florida,33130,795,9/21/06,18
16829,for_sale," $1,100,000.00 ", $760.72 ,3,2,224171,Miami,Florida,33138,1446,12/4/12,12
70271,for_sale," $1,325,000.00 ", $782.17 ,3,4,1762336,Miami,Florida,33132,1694,,
9556,for_sale," $749,000.00 ", $423.16 ,4,3,1520425,Miami,Florida,33127,1770,10/30/02,22
2369,for_sale," $2,095,000.00 "," $1,282.13 ",3,4,970701,Miami,Florida,33137,1634,9/10/18,6
34019,for_sale," $499,000.00 ", $579.56 ,1,2,1013784,Miami,Florida,33137,861,2/7/13,12
71253,for_sale," $749,500.00 ", $478.61 ,4,2,1072079,Miami,Florida,33138,1566,6/18/18,7
36338,for_sale," $715,000.00 ", $899.37 ,1,1,1122978,Miami,Florida,33137,795,1/6/21,4
28939,for_sale," $799,000.00 ", $621.79 ,2,3,1537072,Miami,Florida,33137,1285,2/8/08,17
103320,for_sale," $2,750,000.00 ", $703.68 ,6,6,467860,Miami,Florida,33145,3908,,
30807,for_sale," $639,000.00 ", $681.96 ,1,2,1727293,Miami,Florida,33132,937,,
55959,for_sale," $630,000.00 ", $678.15 ,1,2,1762334,Miami,Florida,33132,929,,
21883,for_sale," $170,000.00 ", $250.74 ,2,1,690571,Miami,Florida,33130,678,7/16/10,14
72928,for_sale," $167,500.00 ", $180.11 ,2,1,739830,Miami,Florida,33150,930,12/21/20,4
83329,for_sale," $449,900.00 ", $321.36 ,3,2,1805440,Miami,Florida,33150,1400,5/1/19,6
94396,for_sale," $405,000.00 ", $334.43 ,2,2,308770,Miami,Florida,33136,1211,,
64123,for_sale," $350,000.00 ", $236.49 ,4,2,,Miami,Florida,33150,1480,12/5/17,7
83353,for_sale," $165,000.00 ", $218.25 ,1,1,1353487,Miami,Florida,33126,756,,
22611,for_sale," $850,000.00 ", $597.75 ,3,2,1539979,Miami,Florida,33137,1422,,
71079,for_sale," $974,500.00 ", $249.87 ,3,4,526433,Miami,Florida,33181,3900,4/17/13,12
22611,for_sale," $299,000.00 ", $362.86 ,1,1,923789,Miami,Florida,33145,824,6/12/13,12
23983,for_sale," $595,000.00 ", $299.30 ,4,2,1085114,Miami,Florida,33125,1988,1/15/03,22
45687,for_sale," $295,000.00 ", $613.31 ,,1,1312886,Miami,Florida,33132,481,12/17/07,17
52664,for_sale," $559,999.00 ", $737.81 ,1,2,1295629,Miami,Florida,33132,759,9/10/19,5
52360,for_sale," $650,000.00 "," $1,041.67 ",,1,358954,Miami,Florida,33131,624,7/19/21,3
53353,for_sale," $589,000.00 ", $287.32 ,4,3,382366,Miami,Florida,33142,2050,1/22/13,12
48022,for_sale," $990,000.00 ", $878.44 ,4,2,,Miami,Florida,33138,1127,,
70271,for_sale," $845,000.00 ", $653.01 ,1,2,1727289,Miami,Florida,33132,1294,,
19809,for_sale," $645,000.00 ", $551.75 ,2,2,1025797,Miami,Florida,33131,1169,2/1/06,19
34252,for_sale," $3,975,000.00 ", $986.35 ,4,6,464382,Miami,Florida,33129,4030,3/10/08,17
104496,for_sale," $760,000.00 ", $686.54 ,2,2,1260983,Miami,Florida,33137,1107,7/28/15,9
71079,for_sale," $675,000.00 ", $636.79 ,2,3,895383,Miami,Florida,33137,1060,5/17/17,8
105033,for_sale," $170,000.00 ", $164.09 ,2,2,1306713,Miami,Florida,33169,1036,,
103665,for_sale," $339,000.00 ", $342.42 ,2,2,1704469,Miami,Florida,33131,990,,
9556,for_sale," $950,000.00 "," $3,667.95 ",1,1,,Miami,Florida,33127,259,9/18/95,29
3197,for_sale," $520,000.00 ", $273.97 ,2,1,513732,Miami,Florida,33125,1898,3/7/89,36
32655,for_sale," $665,000.00 ", $276.62 ,6,3,1700651,Miami,Florida,33125,2404,7/11/00,24
103321,for_sale," $140,000.00 ", $207.10 ,1,1,334868,Miami,Florida,33162,676,5/31/11,14
35944,for_sale," $475,000.00 ", $531.32 ,3,2,983471,Miami,Florida,33126,894,,
29286,for_sale," $260,000.00 ", $268.04 ,2,3,,Miami,Florida,33126,970,11/5/04,20
28939,for_sale," $465,000.00 ", $630.08 ,1,1,1395836,Miami,Florida,33131,738,6/18/19,6
74993,for_sale," $549,990.00 ", $261.90 ,4,2,231102,Miami,Florida,33161,2100,2/23/16,9
57984,for_sale," $650,000.00 ", $420.71 ,4,3,382493,Miami,Florida,33161,1545,8/31/16,8
38825,for_sale," $724,000.00 ", $559.94 ,2,2,780666,Miami,Florida,33132,1293,6/24/13,12
86682,for_sale," $599,999.00 ", $448.09 ,2,2,526409,Miami,Florida,33132,1339,12/21/07,17
7319,for_sale," $499,500.00 ", $733.48 ,1,1,212857,Miami,Florida,33137,681,8/16/18,6
19809,for_sale," $890,000.00 ", $854.13 ,2,2,1245616,Miami,Florida,33130,1042,12/1/20,4
23573,for_sale," $924,900.00 ", $545.02 ,2,2,416215,Miami,Florida,33129,1697,8/23/18,6
8061,for_sale," $500,000.00 ", $530.79 ,1,2,1537071,Miami,Florida,33137,942,10/14/14,10
52850,for_sale," $949,000.00 ", $725.54 ,3,3,273077,Miami,Florida,33131,1308,12/12/14,10
46662,for_sale," $575,000.00 ", $785.52 ,1,1,1304599,Miami,Florida,33131,732,11/2/21,3
17823,for_sale," $250,000.00 ", $250.00 ,3,2,1554402,Miami,Florida,33147,1000,1/30/15,10
58713,for_sale," $165,000.00 ", $179.35 ,2,2,406085,Miami,Florida,33162,920,8/12/16,8
16829,for_sale," $182,000.00 ", $175.68 ,2,2,1295651,Miami,Florida,33169,1036,,
58908,for_sale," $425,000.00 ", $435.45 ,3,1,1634931,Miami,Florida,33127,976,8/5/21,3
8061,for_sale," $340,000.00 ", $358.65 ,2,2,551872,Miami,Florida,33125,948,2/5/15,10
71025,for_sale," $450,000.00 ", $338.35 ,2,1,934603,Miami,Florida,33135,1330,,
37169,for_sale," $270,000.00 ", $270.00 ,2,2,,Miami,Florida,33125,1000,,
16829,for_sale," $655,000.00 ", $808.64 ,1,2,1548672,Miami,Florida,33131,810,,
45379,for_sale," $399,900.00 ", $388.25 ,3,2,51343,Miami,Florida,33165,1030,12/11/17,7
36336,for_sale," $7,000,000.00 "," $1,582.28 ",5,7,1745879,Miami,Florida,33130,4424,5/24/21,4
3261,for_sale," $379,000.00 ", $436.64 ,1,2,564891,Miami,Florida,33129,868,3/8/94,31
16829,for_sale," $750,000.00 ", $548.25 ,2,3,86746,Miami,Florida,33131,1368,,
49426,for_sale," $950,000.00 ", $743.35 ,2,3,,Miami,Florida,33131,1278,12/16/16,8
75827,for_sale," $1,600,000.00 ", $526.32 ,4,4,146356,Miami,Florida,33135,3040,,
4441,for_sale," $399,000.00 ", $490.17 ,1,1,1761838,Miami,Florida,33130,814,12/14/11,13
8061,for_sale," $1,550,000.00 ", $878.19 ,2,2,765145,Miami,Florida,33129,1765,11/19/93,31
82476,for_sale," $227,000.00 ", $119.16 ,2,1,251476,Miami,Florida,33167,1905,1/25/89,36
8681,for_sale," $240,000.00 ", $274.29 ,3,1,,Miami,Florida,33142,875,7/16/15,9
68453,for_sale," $340,900.00 ", $296.43 ,2,3,1106769,Miami,Florida,33126,1150,2/11/02,23
98439,for_sale," $317,500.00 ", $332.81 ,3,2,412750,Miami,Florida,33147,954,10/20/21,3
52664,for_sale," $207,000.00 ", $264.37 ,2,1,1108349,Miami,Florida,33165,783,10/5/10,14
1202,for_sale," $899,000.00 ", $375.05 ,4,4,542410,Miami,Florida,33155,2397,3/2/06,19
64141,for_sale," $750,000.00 ", $410.96 ,3,3,836452,Miami,Florida,33133,1825,5/24/16,9
103553,for_sale," $335,000.00 ", $372.64 ,2,2,497408,Miami,Florida,33125,899,12/8/16,8
13979,for_sale," $549,000.00 ", $315.34 ,4,4,120595,Miami,Florida,33168,1741,10/29/19,5
36336,for_sale," $420,000.00 ", $483.87 ,1,2,1557211,Miami,Florida,33130,868,2/2/11,14
5866,for_sale," $900,000.00 ", $242.65 ,8,5,1349759,Miami,Florida,33126,3709,,
35809,for_sale," $420,000.00 ", $542.64 ,1,1,,Miami,Florida,33131,774,12/10/13,11
37987,for_sale," $700,000.00 ", $788.29 ,1,2,1295632,Miami,Florida,33132,888,7/16/18,6
56866,for_sale," $975,000.00 ", $882.35 ,2,2,202681,Miami,Florida,33131,1105,6/25/19,5
70600,for_sale," $2,500,000.00 "," $1,174.26 ",2,3,1013791,Miami,Florida,33137,2129,11/23/21,3
16829,for_sale," $4,590,000.00 "," $1,227.93 ",4,6,1704815,Miami,Florida,33138,3738,9/21/20,4
94417,for_sale," $1,400,000.00 "," $1,285.58 ",7,4,919781,Miami,Florida,33127,1089,2/3/20,5
34252,for_sale," $985,000.00 ", $606.90 ,3,2,1206395,Miami,Florida,33137,1623,,
39766,for_sale," $700,000.00 ", $529.10 ,2,2,212858,Miami,Florida,33137,1323,10/4/18,6
16829,for_sale," $4,995,000.00 "," $1,036.74 ",5,5,1066403,Miami,Florida,33133,4818,7/30/18,6
28937,for_sale," $1,290,000.00 ", $658.16 ,4,4,1672299,Miami,Florida,33131,1960,,
103320,for_sale," $799,000.00 ", $587.07 ,2,3,1456185,Miami,Florida,33137,1361,6/5/17,8
57984,for_sale," $399,000.00 ", $554.17 ,2,1,783588,Miami,Florida,33127,720,,
70503,for_sale," $458,900.00 ", $493.44 ,2,2,1784875,Miami,Florida,33130,930,11/27/12,12
16829,for_sale," $654,000.00 ", $273.87 ,4,2,1540949,Miami,Florida,33173,2388,,
9556,for_sale," $675,000.00 ", $401.31 ,4,3,1599257,Miami,Florida,33125,1682,4/16/19,6
8061,for_sale," $375,000.00 ", $493.42 ,1,1,171533,Miami,Florida,33131,760,5/2/12,13
16829,for_sale," $6,800,000.00 "," $1,456.10 ",5,7,1117756,Miami,Florida,33133,4670,11/10/21,3
61337,for_sale," $875,000.00 ", $392.03 ,6,4,1035648,Miami,Florida,33145,2232,,
13955,for_sale," $1,000,000.00 ", $582.41 ,2,2,495508,Miami,Florida,33132,1717,6/29/90,34
70271,for_sale," $699,000.00 ", $405.69 ,2,2,564893,Miami,Florida,33129,1723,5/21/98,27
72004,for_sale," $1,800,000.00 "," $1,040.46 ",2,3,298145,Miami,Florida,33131,1730,1/10/14,11
46578,for_sale," $680,000.00 ", $595.45 ,2,2,,Miami,Florida,33132,1142,,
17957,for_sale," $859,000.00 ", $885.57 ,3,2,780100,Miami,Florida,33135,970,,
101480,for_sale," $620,000.00 ", $593.87 ,2,2,1206397,Miami,Florida,33137,1044,,
70271,for_sale," $550,000.00 ", $830.82 ,1,2,1319360,Miami,Florida,33137,662,8/6/18,6
8061,for_sale," $1,300,000.00 ", $974.51 ,3,3,1675201,Miami,Florida,33130,1334,5/24/18,7
36338,for_sale," $750,000.00 ", $888.63 ,1,2,1675234,Miami,Florida,33130,844,6/21/18,7
70271,for_sale," $1,000,000.00 ", $827.81 ,2,2,1548697,Miami,Florida,33131,1208,,
81064,for_sale," $300,000.00 ", $172.81 ,3,2,1003407,Miami,Florida,33147,1736,10/30/89,35
2322,for_sale," $250,000.00 ", $312.50 ,2,2,1549369,Miami,Florida,33172,800,,
17823,for_sale," $300,000.00 ", $171.72 ,2,1,257653,Miami,Florida,33142,1747,2/4/15,10
49455,for_sale," $210,000.00 ", $182.77 ,2,2,1800150,Miami,Florida,33172,1149,10/18/05,19
35944,for_sale," $375,000.00 ", $295.51 ,2,2,758390,Miami,Florida,33125,1269,8/16/21,3
2437,for_sale," $415,000.00 ", $305.60 ,3,1,542731,Miami,Florida,33147,1358,2/16/21,4
71079,for_sale," $950,000.00 ", $345.58 ,3,3,135161,Miami,Florida,33181,2749,4/24/14,11
35944,for_sale," $499,000.00 ", $296.67 ,5,4,760352,Miami,Florida,33125,1682,8/16/21,3
103419,for_sale," $570,000.00 ", $323.68 ,4,3,1834662,Miami,Florida,33128,1761,10/25/19,5
57984,for_sale," $655,000.00 ", $425.88 ,4,3,713757,Miami,Florida,33145,1538,10/31/13,11
103321,for_sale," $365,000.00 ", $482.17 ,1,1,956336,Miami,Florida,33131,757,2/6/06,19
98315,for_sale," $489,900.00 ", $389.43 ,3,2,1756241,Miami,Florida,33165,1258,,
30807,for_sale," $370,000.00 ", $488.77 ,1,1,956328,Miami,Florida,33131,757,10/6/06,18
75895,for_sale," $695,000.00 ", $446.66 ,3,2,554383,Miami,Florida,33145,1556,10/11/90,34
16829,for_sale," $4,250,000.00 ", $865.76 ,7,8,1081427,Miami,Florida,33133,4909,10/2/14,10
8061,for_sale," $250,000.00 ", $256.94 ,2,1,367186,Miami,Florida,33142,973,,
109089,for_sale," $719,000.00 ", $293.11 ,4,3,1789313,Miami,Florida,33174,2453,9/17/07,17
59663,for_sale," $669,000.00 ", $595.73 ,2,3,69339,Miami,Florida,33132,1123,5/8/17,8
54239,for_sale," $700,000.00 ", $482.09 ,4,3,1835761,Miami,Florida,33165,1452,7/2/08,16
109212,for_sale," $315,000.00 ", $321.76 ,2,2,1333632,Miami,Florida,33126,979,1/19/17,8
52034,for_sale," $505,000.00 ", $470.20 ,2,2,607310,Miami,Florida,33137,1074,3/8/05,20
70271,for_sale," $1,289,000.00 ", $558.49 ,3,3,902298,Miami,Florida,33133,2308,,
107108,for_sale," $785,000.00 ", $541.38 ,2,2,1304601,Miami,Florida,33131,1450,4/9/13,12
32567,for_sale," $550,000.00 ", $524.81 ,2,2,509381,Miami,Florida,33132,1048,1/30/19,6
81064,for_sale," $550,000.00 ", $251.37 ,6,4,1476833,Miami,Florida,33142,2188,6/14/17,8
8061,for_sale," $1,095,000.00 ", $763.60 ,3,2,1753435,Miami,Florida,33138,1434,8/19/20,4
30807,for_sale," $570,000.00 ", $524.38 ,2,2,1761850,Miami,Florida,33130,1087,1/4/19,6
